94;5028.00;9.50;1187.00;big
94;5142.00;9.50;1073.00;big
95;5491.00;9.50;1295.00;big
95;60.00;9.50;1275.00;big
96;5347.00;9.50;1585.00;big
96;5477.00;9.50;1485.00;big
97;5467.00;9.50;924.00;big
97;75.00;9.50;829.00;big
98;4718.00;9.50;316.00;big
98;4908.00;9.50;328.00;big
99;4474.00;9.50;636.00;big
99;4498.00;9.50;391.00;big
100;3545.00;9.50;1007.00;big
100;3376.00;9.50;1195.00;big
101;4118.00;9.50;977.00;big
101;4266.00;9.50;1013.00;big
102;3610.00;9.50;879.00;big
102;3510.00;9.50;723.00;big
103;3391.00;9.50;487.00;big
103;3467.00;9.50;582.00;big
104;3748.00;9.50;1083.00;big
104;3860.00;9.50;1110.00;big
105;474.00;9.50;1026.00;big
105;266.00;9.50;1043.00;big
106;1288.00;9.50;1026.00;big
106;1058.00;9.50;1156.00;big
107;1520.00;9.50;878.00;big
107;1444.00;9.50;943.00;big
108;1569.00;9.50;309.00;big
108;1615.00;9.50;510.00;big
109;1455.00;9.50;760.00;big
109;1512.00;9.50;639.00;big
110;1177.00;9.50;679.00;big
110;1202.00;9.50;873.00;big
111;886.00;9.50;1031.00;big
111;690.00;9.50;1065.00;big
112;267.00;9.50;172.00;big
112;674.00;9.50;186.00;big
113;667.00;9.50;371.00;big
113;827.00;9.50;478.00;big
114;407.00;9.50;1623.00;big
114;5625.00;9.50;1517.00;big
115;580.00;9.50;1335.00;big
115;751.00;9.50;1355.00;big
116;3624.00;14.60;1324.00;big
116;3554.00;15.30;1371.00;big
116;3726.00;11.63;1244.00;big
116;3716.00;11.48;1351.00;big
117;1625.00;12.63;1432.00;big
117;1506.00;13.50;1341.00;big
118;925.00;10.30;1504.00;big
118;937.00;9.90;1370.00;big
119;1124.00;16.70;1333.00;big
119;1332.00;9.80;1302.00;big
120;1172.00;13.60;1465.00;big
120;1406.00;11.05;1451.00;big
121;1768.00;11.15;1560.00;big
121;1571.00;10.28;1512.00;big
122;1205.00;11.00;1647.00;big
122;909.00;11.95;1662.00;big
123;1123.00;14.78;1230.00;big
123;1266.00;15.28;1122.00;big
124;1707.00;13.98;958.00;big
124;1608.00;16.85;850.00;big
125;2187.00;10.65;720.00;big
125;2059.00;11.35;520.00;big
126;2963.00;10.80;1341.00;big
126;2690.00;14.55;1279.00;big
126;2838.00;14.03;1342.00;big
126;2754.00;12.50;1332.00;big
126;2919.00;13.85;1343.00;big
126;3166.00;9.80;1283.00;big
126;3048.00;9.98;1278.00;big
127;2627.00;10.50;1141.00;big
127;2930.00;10.60;1103.00;big
127;3050.00;10.10;1037.00;big
127;2862.00;10.90;1293.00;big
127;3129.00;10.10;1228.00;big
127;2697.00;10.48;1189.00;big
128;3325.00;10.45;1155.00;big
128;3280.00;9.90;1264.00;big
128;3307.00;11.30;997.00;big
129;3302.00;12.95;1402.00;big
129;3428.00;14.25;1409.00;big
130;3296.00;10.55;1583.00;big
130;3369.00;9.95;1559.00;big
131;3284.00;9.80;1649.00;big
131;3344.00;10.00;1662.00;big
132;3341.00;9.60;1843.00;big
132;3324.00;10.30;1737.00;big
133;3410.00;10.00;1624.00;big
133;3430.00;9.90;1705.00;big
133;3484.00;9.85;1670.00;big
134;3484.00;12.50;1462.00;small
134;3544.00;10.28;1432.00;small
135;3449.00;9.78;1519.00;big
135;3530.00;10.13;1508.00;big
136;3804.00;10.00;1523.00;big
136;3705.00;9.95;1567.00;big
136;4083.00;11.45;1547.00;big
136;3940.00;9.80;1618.00;big
136;3736.00;9.95;1593.00;big
136;4022.00;9.50;1461.00;big
136;3699.00;9.80;1447.00;big
136;3916.00;10.48;1472.00;big
136;3910.00;14.65;1390.00;big
136;3858.00;10.15;1664.00;big
136;3801.00;9.90;1428.00;big
137;3554.00;10.10;1604.00;big
137;3643.00;9.90;1634.00;big
137;3493.00;9.82;1583.00;big
137;3602.00;9.60;1565.00;big
138;3737.00;12.65;1838.00;big
138;3729.00;13.43;1732.00;big
138;3731.00;15.20;1669.00;big
138;3805.00;14.50;1909.00;big
138;3719.00;15.40;1623.00;big
139;3107.00;12.55;488.00;big
139;3328.00;11.05;628.00;big
139;3259.00;14.60;448.00;big
140;3090.00;10.70;772.00;big
140;3043.00;11.05;890.00;big
140;2627.00;11.82;1003.00;big
140;3301.00;12.23;772.00;big
140;2831.00;9.93;998.00;big
141;4197.00;9.70;1174.00;big
141;4315.00;10.30;1124.00;big
142;4441.00;9.98;1054.00;big
142;4403.00;12.03;910.00;big
143;4654.00;13.07;1455.00;big
143;4631.00;9.70;1385.00;big
144;4473.00;11.10;1302.00;big
144;4473.00;12.88;1404.00;big
145;4348.00;21.10;1326.00;big
145;4171.00;12.10;1438.00;big
146;4264.00;17.52;1229.00;big
146;3987.00;16.13;1325.00;big
146;4132.00;19.73;1244.00;big
147;4412.00;10.55;1921.00;big
147;4039.00;9.70;1880.00;big
148;4855.00;10.70;1642.00;big
148;4946.00;10.63;1546.00;big
149;4510.00;10.73;1691.00;big
149;4913.00;10.15;1810.00;big
150;3408.00;9.85;1834.00;big
150;3496.00;9.80;1752.00;big
150;3409.00;10.45;1774.00;big
150;3636.00;9.90;1843.00;big
150;3460.00;9.70;1848.00;big
150;3457.00;9.90;1786.00;big
150;3532.00;9.90;1803.00;big
150;3705.00;10.30;1921.00;big
151;4104.00;10.70;1664.00;big
151;4417.00;10.60;1806.00;big
151;4309.00;10.93;1699.00;big
151;4223.00;9.93;1767.00;big
151;4192.00;11.20;1660.00;big
151;4140.00;9.80;1730.00;big
151;4026.00;9.80;1711.00;big
152;4234.00;14.18;1578.00;big
152;4510.00;13.15;1507.00;big
152;4305.00;13.80;1612.00;big
152;4430.00;14.60;1566.00;big
152;4590.00;12.45;1546.00;big
152;4354.00;13.53;1482.00;big
152;4297.00;13.70;1557.00;big
153;4046.00;10.60;1203.00;big
153;3916.00;9.70;1224.00;big
154;5008.00;11.30;1397.00;big
154;4921.00;10.18;1340.00;big
155;4785.00;12.60;1424.00;big
155;4816.00;10.05;1511.00;big
156;5109.00;9.90;402.00;big
156;4807.00;10.30;549.00;big
157;5475.00;12.38;192.00;big
157;5566.00;11.38;278.00;big
158;4724.00;9.50;719.00;big
158;4560.00;10.18;734.00;big
158;4375.00;10.15;841.00;big
158;4440.00;9.73;803.00;big
158;4486.00;9.70;753.00;big
159;4643.00;10.48;883.00;big
159;4575.00;10.60;831.00;big
160;4713.00;10.48;1057.00;big
160;4762.00;11.07;949.00;big
161;2474.00;9.93;1886.00;small
161;2516.00;11.55;1893.00;small
162;3896.00;18.65;1341.00;big
162;3823.00;14.30;1320.00;big
163;1897.00;10.00;872.00;big
163;1758.00;9.80;704.00;big
164;4603.00;9.70;1315.00;big
164;4670.00;11.32;1252.00;big
165;4446.00;15.05;1193.00;big
165;4555.00;10.30;1182.00;big
166;1470.00;9.60;1893.00;big
166;1525.00;9.50;1759.00;big
167;5108.00;12.07;732.00;big
167;4985.00;12.57;775.00;big
168;3045.00;9.50;1474.00;big
168;3088.00;9.50;1451.00;big
169;3029.00;9.50;1416.00;big
169;2958.00;10.50;1437.00;big
170;1468.00;9.50;1203.00;big
170;1606.00;9.50;1218.00;big
171;832.00;9.50;1561.00;big
171;745.00;9.63;1649.00;big
172;490.00;9.50;681.00;big
172;294.00;9.50;733.00;big
173;2910.00;9.50;1703.00;big
173;2874.00;9.50;1748.00;big
174;2891.00;9.50;1787.00;big
174;2964.00;9.50;1938.00;big
175;662.00;9.50;700.00;big
175;895.00;9.50;720.00;big
176;247.00;9.50;1368.00;big
176;5611.00;9.50;1463.00;big
177;5257.00;9.50;1450.00;big
177;5208.00;9.50;1300.00;big
178;95.00;9.50;614.00;big
178;5600.00;9.53;597.00;big
179;444.00;9.50;456.00;big
179;219.00;9.50;428.00;big
180;96.00;9.50;1079.00;big
180;5604.00;9.50;1094.00;big
